text,label
"잔뜩 취한 너였기에 기억 못하겠지만, 울다가 지친 너가 내게 꼭 안겼을때, 네겐 정말 미안한 이야기지만 내심 너를 위로하게된 그 상황, 그 순간이 너무 감사했어.",4
"어쩌면 그때, 터질듯했던 내 심장소리를 네게 들켰을지도 모르겠네.",3
"그날 너가 내게 했던, 친오빠가 있었다면 나같으면 좋겠다는 말은, 몇일동안 나를 흔들었어.",4
"포근한 사람이어서 좋다는 걸까, 난 그저 친한 오빠로 남아줬으면 좋겠다고 선을 그은 걸까, 수없이 내 자신에게 묻고 답했어.",2
나도 박력남 하고 싶은데..,2
너가 너무 좋지만 그말은 참 미웠다.,0
지난 주말 그렇게 기대했던 너와의 여행을 다녀왔어.,2
"출발하는 버스, 돌아오는 버스, 모두 너와 함께 앉아 너의 이야기를 들어주고 싶었지만, 뜻대로 되는 일은 없었어.",1
"다른 오빠들에게 네가 하는 행동, 그리고 나에게 하는 너의 행동을 보면서 하루종일 고민했던거같아.",1
"정말 즐겁고 행복한 여행이었지만, 집에 오는길에 머릿속에 남은건 결국 네 생각 뿐이야.",2
"다른 오빠들에겐 짖궂게 장난도 치지만 내겐 따뜻하게 대해주고, 가끔은 나서서 먼저 날 챙겨주고, 우연히 집방향이 겹쳐 잠깐 둘만의 시간이 생겼을때도 뒤늦게서야 우리가 옷을 비슷하게 입었다는 사실을 언급해주는 너가 너무 고마웠어.",4
"사실 내가 먼저 말하고 싶었는데..빨간니트를 입고온 네 모습을 보자마자 반갑다고, 맞춰입고 온거같다고 이야기 하고싶었는데, 너가 부담스러워할까봐 말도 못꺼낸 내맘을 아는지 모르는지, 별 생각없이 말한 너의 그 말이 집에 가는 내내 나를 웃게한다.",4
저 수업 같이 듣는 애를 좋아해요!,4
수업 너무 재미없는데 걔 볼 거 생각하니까 막 일찍 가게 되고 그래요!,4
2학기 시작한지 별로 안대서 그렇게 되버렸는데 벌써 종강이 다가오네요!,3
근데 문제는 이제 종강하면 수업핑계로 더 못보잖아요!,1
같은 조이긴 한데 조끼리 별로 안친해서...비즈니스적 관계 ㅜㅜ,2
저 어떡하죠?,1
아프지 마.,1
"술 많이 마시지 말고, 밥도 잘 챙겨 먹어.",1
나랑 있어주느라 하지 못했던 것들 다 하면서 살아.,1
너는 지금 어때?,2
울고 있지는 않아?,1
내가 너무 밉고 화나고 원망하고 있겠지?,0
나 같은 애가 네 인생에 남게 해서 미안해 내가 다 미안해.,0
아마 한동안은 네가 내 인생의 전부일 것 같다.,2
캠퍼스 안이 온통 우리 데이트 코스였으니까.,3
"내 방은 모든 곳이 너와의 추억으로 둘러싸여 있고, 아직까지 혼자 잠드는 게 너무 힘들고, 너와의 사진을 지우지도 못하고 있지만 언젠가는 너처럼 차갑게 대할 수 있겠지.",1
너는 참 좋은 사람이야.,3
앞으로 더 착하고 더 예쁘고 더 자존감 높은 사람 만나.,2
좋은 소식이 왔어요.,3
졸업요건영어강의를 겨울계절학기에 들을뻔 했습니다.,1
"하지만 저번에 올린 대숲 글을 올리고, 교수님까지 등장하실 정도로 아주 반응이 핫했습니다.",3
"그러나 그것은 잠시, 아무런 소식이 없어서 이것마저도 흐지부지 넘어가고 겨울계절학기강의를 듣겠구나 라는 생각을 했습니다.",1
"근데 웬걸, 오늘 소식이 들려왔어요.",3
저는 그래도 내심 다행이라고 생각했어요.,3
이제라도 소식이 들려와서요.,3
참 다행이에요.,3
그리고 감사합니다.,4
정말 감사합니다.,3
잊지 않겠습니다.,3
이제 마음 편히 졸업할 수 있게 되었어요.,3
"그러나 공부에 얽매여 하고싶은 일을 해보는 용기를 잃거나, 또는 찾아낼 방법을 모른채 산다면 의미가 있을까?",1
인생에서 갈림길에 설 때마다 느끼는 건데...,2
고민하고 또 고민하다가 최대한 객관적으로 좋다고 생각되는 걸 선택해도....,2
그게 좋은 선택인지는 시간이 지나봐야 알아요.,2
남들이 다 좋다고 말했던 길인데 직접 가보니 잘못된 길일 수도 있구요.,1
내가 준비했던 길과 전혀 다른 길이 나오는 경우도 있고....,1
노력과 결과가 반드시 비례하지도 않아요.,1
모르는 것 같아요 인생이라는 건.,1
아무리 똑똑한 사람도 자기 앞 일은 예측할 수가 없고,1
신중하게 고민하고 또 고민해도 시간이 지나기 전까지는 선택의 결과는 알 수 없죠...,1
과외생이 수능을 생각보다 망쳤다.,1
"다 내 책임인 것 같고, 하나라도 더 못챙겨 준 것 같아서 너무 미안하다.",0
"나도 재수를 했기에, 수능을 망쳐본적도 있어서 그 기분을 누구보다도 잘 알아서 더더욱 미안하고 해줄 말이 없었다.",0
과외 페이가 쎈 이유는 그 책임감 때문이 아닐까.,2
너무 어깨가 무겁다.,0
김태웅 내가 이래서 학원쌤을 그만뒀던 적이 있었어 내가 무슨 말을 했을 때 애 인생에 어떤 영향을 주고 어떤 결과를 줄지 알 수가 없어가지고 아니 그냥 걱정됐지,1
세심해져서는 그냥 너무 무게감이 크다고 원장쌤한테 말하고 그만뒀잖아 껄껄,2
올해의 끝을 바라보고 있자니 올해 초가 생각나더라.,2
올해 처음간 과 행사에서 너를 처음 봤어.,2
다른 후배들과 크게 다를게 없었지만 눈에 자꾸 네가 보이더라.,3
"그 다음 행사에서도 마찬가지였고, 너와 친해진 동기들이 네 얘기를 하면 나도 모르게 집중해 들었어.",2
친해지고 싶은 후배라 생각했지.,3
우연히 술자리에서 마주친 너는 고맙게도 친해지고 싶었다며 나에게 먼저 다가왔어.,3
"그 이후에 너는 친해지고 싶은 후배에서, 친한 후배, 내가 아끼는 사람이 되었어.",3
"밥약과 보은이라는 이유로 같이 밥도 많이 먹었지, 술을 더 많이 먹은 것 같긴 하지만.",2
너가 하는 행동들에 생각이 많아지기 시작한건 얼마전이야.,1
그리고 너에게 선을 긋기 시작했지.,1
그런데 누군가 그러더라 너가 다른사람과 잘 되고 있는 것 같다고.,0
너를 놀릴거리가 생겼다고 신난척 하며 넘겼지만 그때 알았어.,1
사실 너의 행동들이 애매했던게 아니라 내가 너의 행동들에서 그런 모습들을 열심히 바란거였어.,0
네가 부담스러워서 너에게 선을 그은게 아니라 나도 모르는 사이에 커진 내 마음을 인정하기 싫어서 네게서 멀어지려 했던거였어.,0
"처음에는 친해지고 싶은 후배로, 친해진 후에는 아끼는 후배로 포장한것도 내가 치사해서 그런거더라.",0
대학와서 나같은 선배를 만나서 너무 좋다고 했던 너에게 이런 마음이 생긴게 너무 무서워서 그랬나봐.,0
사실 너는 내게 정말 이성적으로는 하나도 관심이 없는게 너무 분명했으니까.,0
이미 예전과는 달라진 우리 사이를 뒤로 하고 너는 다른 사람들과 새로운 관계를 시작하겠지.,0
그 사람과 잘 되면 부디 예쁘게 만나줘 내가 쳐다도 못 보게.,2
"그리고 알지 후배가 생기면 밥약은 제일 맛있는거로, 후식까지 사줘야하는거.",2
"나 혼자 들떠 너에게 거리를 둬서, 너가 바라던 좋은 선배가 못 돼서 미안해.",1
누군가 스스로의 감정에 확신이 없다면 글을 써보라해서 써봤는데 내가 너를 많이 좋아했었던거 같네.,1
이 글을 읽으며 내가 떠올라도 걱정 안 해도 돼 너는 물론이고 아무에게도 내 마음을 말할 생각이 없으니.,1
그럼 이만 안녕.,1
"받아야 할까, 말아야 할까.",1
부모님과 어느정도 거리를 두고 있는 나로서는 많은 생각이 들었다.,1
"단순히 아들이니까 생각없이 친구를 보냈다 하기엔, 아버지 주변엔 SNS를 하시는 분들이 계시지 않는다.",2
"아마도, 아버지는 단순히 내 소식을 듣기 위해 친구 신청을 보내셨을지도 모른다.",2
"매일 얼굴을 마주치지만, 대화다운 대화를 할 기회는 너무나도 적기에 더 궁금하시지 않으셨을까.",2
"가끔 술 한 잔 하시면 닫힌 마인드를 유지하기 싫다고 하시던 당신께서, 매일 마주하는 아들의 생각조차 모르는 상황이니 답답하시지 않으셨을까.",1
아버지 입장에서는 나를 조금 더 알고 싶다고 생각해서 보내신 것은 아닐까.,3
조금은 벽을 허물어 보기로 했다.,2
"쉽지는 않겠지만,",2
시간의 거리를 조금 좁혀보기로 했다.,2
울면 안 돼.,1
울면 안 돼.,1
우는 아이에겐 산타할아버지가 선물을 안 주신대.,1
"어렸을 때, 그렇게 귀에 닳도록 불렀던 노래와, 울면 안된다.",1
너만 힘든거 아니라는 이야기.,0
"지금 와서 생각해 보면, 다른 사람들의 힘듦이 무슨 의미가 있나 싶다.",0
"사람마다 느끼는 감정도 제각각일 거고, 그 수치도 제각각일텐데, 그걸 비교하는게 의미가 없다는 사실을 깨닫는 데 너무 오랜 시간이 걸렸다.",2
우울의 임계치가 너무 높아 우울한 감정을 느끼지 못한다는 진단을 받고서야 깨달았다.,0
내가 잘못되었구나.,0
뭐가 그렇게 큰 잘못일까.,0
나는 슬프다.,0
나는 울적하다.,0
그러나 그걸 표현할 방법을 모른다.,0
"새벽에 울적해도 풀 방법을 모르겠고, 누군가는 담배로, 누군가는 술로, 누군가는 사람으로 해결하겠지만 그들과 어떻게 해결해야 할 지 잘 모르겠다.",0
"언제나 그들에게 나는 들어주는 입장이지, 말하는 입장은 아니었으니까.",1
근데 넌 왜 울질 못하니,0
왜 슬픈데 울질 못하니,0
야 그거 다 병이야.,0
"분명 아무리 슬픈 영화와 슬픈 장면, 슬픈 이야기를 들어도 슬프다는 감정과 공감이라는 감정이 부족하다고 느끼긴 한다.",0
그런데 어찌할까.,1
해결할 방법을 모르겠는데.,1
나도 이제 제발 그냥 편하게 울어보고 싶다.,0
마지막으로 울어본 게 언젠지 기억이 나지 않으니까.,0
눈을 맵게라도 해서 울어볼까.,0
"꼭 그래서 너를 좋아하게 된 것만은 아니지만, 당연하게도 네가 잘난 사람이라는 것쯤은 아주 잘 알고 있었다.",2
"하지만 같은 공간에서 같은 시간을 살면서도 그저 매몰이나 되지 않기 위해 발버둥칠 뿐인 나와 달리, 먼 곳의 하늘을 보고 그리로 도약할 준비를 하는 너는, 그러니 내가 알던 너보다도 훨씬 대단한 사람이었던 거다.",2
네 길은 내가 가려던 길과 방향이 맞지 않았고 나는 그래서 같이 갈 수도 있겠다는 거짓말을 하지 못했다.,1
"그럼에도 네가 말하는 네 길은 놀랍도록 뚜렷했고, 빛이 났고, 가겠다는 사람이 너인 만큼 결국은 너를 네가 가고자 하는 곳으로 데려갈 거였다.",2
문득 나도 너와 같은 길을 가는 게 나쁘지 않지 않을까 하는 생각이 들 만큼.,3
주변을 두리번거릴 뿐인 내게 네가 네 하늘을 이야기했으니 이제는 나도 하늘을 보게 됐다.,2
그리고 그리로 갈 생각을 하는 너는 또 얼마나 큰 사람인가.,3
그러니 나는 너를 좋아하지 않을 수가 없다.,4
너의 삶에 대한 얘기만으로 내 삶까지 되돌아보게 하는 너를 나는 좋아할 수밖에 없다.,4
"반드시 너와 같은 길을 걷지는 않는다고 해도, 나의 길과 너의 길에 교차점을 만들 수는 있지 않을까.",2
같은 방향이 존재하는 길에서 서로의 손을 잡고 한 번쯤 함께 걸어볼 수 있지 않을까.,3
그렇게 된다면 나는 어디까지 행복해질 수 있을까.,2
짧다면 짧지만 길다면 긴 시간 동안 너를 좋아했다.,4
앞으로도 오랜 시간 그럴 것 같다.,2
“긴장돼서 손에 땀이 나네요.”,1
동아리 면접에서 너를 처음 봤을 때 네가 멋쩍게 웃으며 했던 말이 아직도 생생하게 생각난다.,2
거짓이 아니라는 것을 보여주듯 정말로 너의 손에는 땀이 고여있듯 송글송글 맺혀있었다.,2
눈이 아니라 손으로 눈물이 나온다고 하면 마치 저런 모습일 것 같을 정도로.,2
그런 순수하고 귀여운 모습에 마냥 귀여워 피식 웃음을 내비쳤었다.,3
본격적으로 동아리 활동이 시작하고 나서도 너는 낯가림 많은 내게 스스럼 없이 다가왔었다.,2
후배들과 잘 어울리지 못하는 나였지만 그 덕에 너만큼은 이유도 모르게 급속도로 친해질 수 있었다.,3
정말 신기하게도 우리는 많은 것이 비슷했다.,3
"실 없는 장난을 서로에게 아무렇지 않게 치곤 했고, 단 것을 좋아했기에 디저트를 먹으러 가면서 앞으로 함께 갈 곳을 정하기도 했다.",3
둘 다 결정을 잘 못해서 음식점 하나를 고르기 위해 더운 여름 날 참살이길에서 땀 흘려 가면서 투닥투닥 서로 정하라고 미루기도 했었다.,2
그렇게 서로와 시간을 보내며 거의 매일 연락을 했었고 어느새 없으면 정말 허전할 좋은 친구가 되었다.,4
"나는 고민이 생기면 너에게 먼저 얘기했고, 너는 마치 자기 문제인 것처럼 들어주고 위로를 해주었다.",3
그럴 때마다 나보다 나이가 어리면서도 든든하고 더 성숙한 듯한 네가 신기했다.,3
"그런데 나는 너에게 그렇게 든든하지 못했는지, 너는 나에게 네 얘기를 별로 하지 않았다.",1
그런 거리감이 친구로서 서운했었다.,1
"아니, 다시 생각해보니 단지 친구로서만 서운한 것이 아니었던 것 같다.",1
"함께 이야기만 나눠도 즐거웠던 것 같은데, 어느 순간부터는 내가 보낸 문자에 답장이 오기만을 바라며 수시로 앱을 들락날락 했었지 않나.",1
내가 알지도 못하는 사이에 천천히 스며든 사랑이었다.,3
너에게 오래된 여자친구가 있다는 것을 알면서도 그 마음은 멈출 수가 없었다.,2
"혼자 많이 울기도 했고, 진부하지만 대숲에 글도 보냈었다.",1
"그 여자친구와 헤어지고 새로운 여자친구가 생기는 것을 봤을 때도 나는 다가가지 못하고 좋은 선배, 좋은 친구로만 지내려고 하였다.",1
"그 자리까지 잃어 너와는 더 이상 보지 못할까봐 무서워, 2년이 되어가도록 묵묵히 친구로 지내고 있다.",1
"나는 지금 프랑스에 와 있고, 내일 너는 군대를 간다.",0
나는 사실 너가 없는 2년이 너무 힘들 것 같다.,0
"한국이 그리워 힘들어하던 내게 너는 힘이 되어줬지만, 앞으로 다가올 너의 2년의 시련에는 또 내가 도움이 되지 못할 것 같아서 너무나도 걱정된다.",0
"내게 무척이나 소중한 네가 힘들어하지는 않을까, 다치지는 않을까.",0
시차를 생각하면 만약 업로드 되더라도 너는 이 글을 못보고 가겠지.,0
그렇다 하더라도 제발 건강하게 다녀와.,1
벌써 보고싶으니까 멍청아.,0
"나는 너무 겁쟁이라서 끝끝내 너에게 고백을 못하겠지만, 내가 너를 좋아하는 마음만큼 네가 무사히 돌아올 수 있기를 바랄게.",0
그 사람한테 호되게 당하고 나서,0
다시는 누구 좋아하면 안된다고 생각했었는데,1
내가 바보지,0
긴장돼서 들리는 거 다 받아적고 있을뿐,1
보 무너지듯 쏠리는 마음은,1
어찌할 방도가 없네,1
고마워 이 수업 신청해줘서,3
내일 너 좋아하는 달콤한 거 사갈게,4
너를 좋아하는 내가 너무 밉다.,0
"오래 사귄 남자친구와 헤어지는 중인 너를 보며 헤어지지 말라고, 아직도 좋아하면 계속 만나라고 말은 하지만 마음속으론 헤어지길 바라는 나.",1
너와 함께하는 시간들이 너무나 좋은 나.,3
너가 나랑 고민 상담을 할 때 조차도 행복한 나.,3
이렇게 쓰레기 같은 내가 너무 너무 밉다.,0
너를 힘들게 하는 남자친구도 너무 밉다.,0
내가 이기적인걸 알지만 나랑 사귀어줬으면 좋겠다는 생각을 하는 내가 너무 싫다.,0
너가 나를 좋아하지 않는단걸 알지만 너를 너무 좋아하는 내가 오늘 따라 너무 밉다.,0
한달 후면 벌써 크리스마스래.,2
작년 크리스마스에 같이 청계천 놀러갔던 거 기억나?,2
너무 추웠는데도 설레고 행복했었는데...,3
보고싶다 많이,2
"제가 지금은 절대 적을 수 없는,",2
그러나 만약 자살을 하게 된다면 그 직전에나 적게 될 제 유서를 보고,0
"그들은 후회를 하며 울어줄까요, 아니면",0
책임을 회피할까요,1
저는 스무살 반수생입니다.,2
한탄 좀 할게요..,0
"2학기 휴학까지 했고, 현역시절과는 차원이 다른 공부량이었습니다.",2
그런데 올해 수능에서의 결과는 처참했습니다.,1
사실 애초에 이 학교에 등록할때 부터 반수를 결정했습니다.,2
이국종교수님 같은 의사가 되는 게 너무 간절했습니다.,2
그런데 올해 수능에서 원하는 결과를 얻지 못하고 실패했네요.,1
아마 고려대 복귀는 확정적인것 같습니다...,2
"이 학교를 반년간 다니면서, 좋은 사람들을 많이 만났고, 고려대학교가 절대 부끄러운 학교가 아니지만, 의사라는 꿈을 향해 달려온 지난 학창시절과 올해 반수생활이 다 부질 없어지는 생각 뿐입니다.",1
반수기간동안 사랑하는 사람을 잃으면서까지 얻은 결과가 고작 이것뿐인가.,0
라는 생각이 저를 지배하네요.,1
사랑과 꿈 모두 실패한거죠.,0
"20세, 사회에 처음 발 딛는 나이에 실패로 가득찬 것 같아서, 이 경험이 트라우마로 남을 것같아서 이 부분이 참 힘드네요.",1
"그런데 가장 힘든건, 떠나간 그 사람이 너무 보고 싶고 안아줬으면 좋겠다는 생각입니다.",1
그 사람은 이미 다른 사람과 잘 만나고 있는데 말이죠..가슴이 시리고 몸의 절반이 뜯겨나간 느낌이 아직도 있어요.,0
"수능 전에 sns전부 차단당했었는데, 수능 끝나니 저에 대한 차단이 다 풀려있더군요.",0
그런데 도저히 제가 그 사람이 다른 사람과 있다는 사실을 견디지 못하겠어서 이번엔 제가 차단했네요.,0
"꿈의 좌절, 첫 사랑의 끝.",0
수능이 끝나고 시간이 흐르니 정말 현실로 다가옵니다.,2
수능 전에 제발 피하고자 했던 상황이 제 눈 앞에 펼쳐졌습니다.,0
"친구들에게나, 가족들에게나 최대한 밝은 모습으로 보이려고 노력하는 데, 이렇게 해가 지고 집안이 조용해지면, 앞으로 제 인생이 걱정됩니다.",0
이젠 나는 무얼 하며 살아야하는가.,0
무얼 위해 살아야하는가.,0
"삶의 목표, 가고자 하는 길을 잃어버렸습니다.",0
의대도전에 실패하니 이제 여기까지가 제 한계라는 걸 인정해야 하나봐요.,0
"저보다 힘든 사람은 많고, 어린 마음에 힘들지 않은 일로 힘들어 하는 것이다..",0
라며 위로하며 하루하루를 버팁니다.,2
"사실, 다른 사람이 더 힘들다는 것을 안다고 해서 제가 덜 힘들어지는 건 아니지만..",2
"힘들었던 고3시절도, 졸업하고 보니 그립고 좋은 기억만 남았듯이, 저의 2019년 한해도 훗날 좋은 기억만 남았으면 좋겠네요",2
비오는 일요일 저녁에 유열의 음악앨범은 봤어요.,2
몇년만에 재회한 미수와 현우가 껴안는 장면이 너무 행복해보여서 나도모르게 울어버렸어요.,1
그 둘의 감정이 너무 부러웠나봐요.,1
세상 그 누구보다도 행복해보였어요.,4
사실 멜로영화의 흔한 장면이지만 나도 누군가에게 푹 안겨서 모든 힘을 다 빼고 온전히 위로받고싶다는 생각에 왈칵한 것 같아요.,1
부모님에게 어리광부릴 나이도 아니고 주변에 힘들다고 말하면 제가 우울감을 전염시키게 될까봐 아무말도 안해요.,1
오랫동안 혼자 잘 참아왔는데 요즘은 또 한계에 도달할 때인가봐요.,1
좀 지나면 괜찮아지겠죠뭐,2
"해야할 일은 산더미이고, 하루에도 감정은 수백번 요동치며 집으로 돌아가는 길은 너무 적막해요.",1
혹시 방해될까봐 연락하는것도 조심스러워하시는 부모님께 잘 지내는 모습을 보이지못해서 죄송할뿐이에요.,1
"멋진 자식, 좋은 친구, 스스로 자랑스러운 내 자신이고 싶은데 지금 저는 그러지못해서 많이 힘들어요.",1
날이 많이 추워졌네요.,2
감기조심하세요 여러분,2
나는 여자친구가 있지만 단 한번도 사랑한다는 말을 들어본 적이 없다.,0
"여자친구 원래 성격상 애정표현이 서툴다고, 낯간지럽다고 못하겠다고 한다.",1
"여자친구와 오랫동안 알고지내고, 그 성격을 잘 알고 있는 나로서도 납득이 가지만 마음 한편으로는 서운하다.",1
사랑한다는 말도 그렇다 치고 좋아한다는 말도 들어본적이 없다.,0
모두 내가 엎드려 절받기 식으로 들어보고 싶어서 들은 것이 전부이다.,1
악에 받쳐 여자친구에게 한동안 애정표현을 하지않고 살갑게 대하지도 않아보았다.,0
하지만 오히려 그런게 편하고 좋은 여사친은 전혀 아무렇지도 않았다.,1
"내가 좋아지지 않았는데 말하기 미안해서 돌려말하는 것이거나, 날 좋아하는건 맞지만 진짜로 표현이 서툴러서, 그런 적이 없어서 그냥 말을 안하는 것이거나.",1
"아니, 그저 내가 이렇게라도 믿고싶어서 그렇게 생각하는 것일수도 있다.",1
서로 애정표현 잘하고 예쁘게 만나는 커플들을 보면 정말 부럽다.,1
연애를 하지만 외롭다는 말이 이런 느낌일까.,1
사랑하는 연인에게 사랑한다는 말을 듣고 싶은 날이다.,0
"우리가 딱 이 정도 사이에서 끝난 건 아마 우리 둘이 너무 비슷하게도, 너무 슬프게도, 극심한 완벽주의자였기 때문일 거다.",0
우린 너무 닮아있다.,2
"좋아하는 가수와 음악, 옷과 신발이 같은 것으로는 부족해서 성격도 너무 닮아있다.",2
너무 닮아있어서 둘 다 같은 위치에서 멈춰있는가 보다.,1
내가 바란 건 네가 친구들과 술을 먹고 실수로 나에게 전화를 해 네 마음을 고백하는 것이었지만 너는 절대 실수를 하는 법이 없었고 나 역시 그랬다.,1
우리는 너무 확실했다.,2
사실 서로 알았을 것이다.,2
"그냥 말로, 행동으로 티를 내기가 부끄러웠던 것이겠지.",1
그럼에도 불구하고 우리는 너무 티가 나서 주변에서 모두 왜 사귀지 않느냐고 가는 술자리마다 안줏거리가 되고는 했다.,2
그때마다 내 마음을 들키기 싫었던 나는 네가 싫다고 했고 너 역시 내가 좋다는 말 한마디를 해주지 않았다.,2
"안다, 내가 이기적이라는 거.",1
"내가 술을 먹고 실수로 고백을 할 수도 있었을 것이고, 안줏거리가 된 상황에서 그래, 좋아한다고 말을 할 수도 있었겠지만 어쩌겠어, 내가 엄청난 겁쟁이인 것을.",1
항상 너보고 쫄보라고 놀렸지만 사실은 내가 쫄보였다.,1
나는 네가 좋아질수록 너를 더 밀어냈고 네가 주는 관심과 걱정에도 ‘네가 뭔데’라며 애써 부끄럽고 간질거리는 상황을 모면했다.,1
"우리는 엄청 친한, 그래서 더 가까워지면 안 되는, 친구니까.",1
"엊그제, 약 9개월 동안 지속해 온 연락을 끝마쳤다.",0
사실 답답했다.,1
너무 답답해서 그냥 관두기로 했다.,0
연락이라도 끊으면 이 답답함이 사라질까 해서.,1
내가 너를 좋아하는 것은 확실했지만 너는 확신을 준 적이 없었고 네가 그렇게 뜸을 들이는 동안 동아리와 알바에서는 많은 남자들이 나에게 관심을 보였다.,2
그 사람들이 관심을 보일 때마다 오히려 네 생각이 더 났다.,2
"이 이야기를 해주면 질투라도 할까, 마음이 급해져서 고백이라도 해줄까.",2
하지만 난 내가 느꼈던 불안함을 네가 느끼게 하기 싫어서 단 한 번도 말하지 않았다.,1
연락을 끊으니 그동안 느꼈던 답답함은 사라졌다.,3
"그래, 확실히 답답하진 않다.",3
답답하진 않지만 훨씬 더 슬프고 우울하고 짜증이 나고 화가 난다.,0
너는 날 좋아하지 않는다.,0
난 사흘 연락 못 했다고 이렇게 힘든데.,1
이제 너에게 걸었던 기대들을 다 정리하고 다른 사람들에게도 마음을 열어보려 한다.,1
알바하다가 알게 된 키도 크고 잘생긴 오빠가 계속 연락을 해준다.,1
너만 아니었으면 바로 호감을 가졌을만한 사람이다.,1
너는 인기가 많으니까 바로 다른 사람이 생길 것 같다.,2
내가 아는 사람들만 해도 3명은 널 좋아하는 것 같다.,2
나와 연락을 하지 않는 것을 그 언니들이 알게 되면 그 언니들은 지금껏 했던 것보다 더 크게 마음을 표현하고 더 앵기고 더 치근덕거리겠지.,1
"그리고 너도, 이제 나와 조금씩 거리를 두고, 내가 아닌 다른 사람을 찾아가겠지.",1
"혹시 그럴 게 아니라면, 그리고 이 글을 혹시라도 읽게 된다면, 내게 다시 한 번만 연락을 해서 크리스마스에 뭐 하는지 물어봐 줬으면 좋겠다.",2
"그럼 알바든, 파티든, 저 키 크고 잘생긴 오빠의 연락이든, 뭐든 다 뒤로 미뤄두고 너에게 갈 테니.",2
우리 둘 모두에게 완벽한 연말이 될 테니.,3
"안암역에 내려 에스컬레이터를 타고, 왼쪽으로 방향을 틀어 높은 계단을 올라가, 숨을 한 번 돌린 뒤 발을 내딛는 순간 당신의 기억이 물씬 몰려온다.",3
새내기란 핑계로 수험생활을 보상이라도 받으려는 듯 놀 궁리만 하던 내게 당신은 정말 우연히 찾아왔다.,2
"어쩌다 보니 당신과 단 둘이 밥을 먹게 되었고, 단 둘이 시험공부를 한다며 열람실에 나란히 앉고, 시험이 끝난 뒤 영화를 보고, 참살이 초입부터 끝까지 술집을 고르지 못한 채 걷기도 했다.",2
"나이를 조금 먹으니 알게 된 사실이지만, 그 때는 우연이 정말 우연히 쌓아 올려져 끝끝내 사랑에 닿았다고 생각했다.",3
"당신이 그 우연 하나를 만들기 위해 얼마나 노력했는지, 아슬아슬한 탑을 쌓는 것처럼 얼마나 조심스럽게 내게 와줬는지 조금은 알 것 같다.",2
"노력은 우연이란 단어와 어울리지 않는다고 생각했지만, 이제는 꽤나 잘 어울리는 단어라고 생각한다.",2
당신의 고백은 정말 멋이 없었다.,1
술에 취해서야 당신은 겨우 사귀자는 말을 꺼냈었다.,1
나도 모르게 몇 달 내내 애태운게 억울해 화를 냈었다.,1
"맨 정신에 고백할 수는 없냐고, 이게 술김에 꺼내는 말이 아니라는 걸 어떻게 확신해야 하냐고.",1
당신은 날 똑바로 쳐다보며 말했다.,2
술김에 고백해야할 만큼 날 좋아하는 거라고.,2
정말 만에 하나 내가 거절이라도 한다면 맨정신에 도저히 견딜 수 없을 것 같아 술을 마신다고.,1
"수많은 망설임이 딱 한 번의 용기를 만나야 고백할 수 있다고, 그러기 위해 술을 마신거라 했다.",1
"이런 말을 듣고 더이상 화를 낼 수는 없었고, 그 술집을 나올 땐 우린 손을 꽉 잡고 있었다.",2
"당신의 긴 머리가, 아빠 향수를 쓴 듯한 아련한 향기가, 두터운 손이 좋았다.",3
당신과 보냈던 학교 생활은 행복했다.,4
전공을 듣기 시작해 막막했던 학기였어도 좋았다.,3
"집중이 안된다며 이리저리 열람실을 옮겨 다니고, 밤을 샌다는 핑계로 중지에 앉아있다가 답답하다며 밖으로 나와 산책만 몇 시간을 했었다.",2
"우리만의 맛집이 있었고, 우리만의 술집이 있었고, 우리만의 낮과 밤이 있었다.",3
"누구나 아름답다고 인정하는 우리 학교의 모습 중, 내가 가장 좋아하는 풍경은 당신이 본관을 배경으로 찍어준 사진에 담겨있다.",3
그 사진을 보면 아직도 생각이 난다.,2
"그 때 당신의 목소리, 포즈를 잡아보라며 온갖 오두방정을 떨며 바닥에 누워서라도 너의 발 끝을 화면 끝에 맞출거라고 소리치던 모습.",2
"안암역에 내리면 나무 아래에서 나를 기다리던 당신이 생각나고, 교양관에서 나오면 우산을 들고 기다리던 당신이 생각났고, 현차관의 계단 끝에서 손을 흔들던 당신이 생각났고, 백기를 지나치면 cnn카페 앞에서 날 기다리던 당신이 생각났다.",2
고려대는 내 학교가 아니라 우리의 학교였다.,2
당신은 사실 학과에 그다지 정을 붙이지 못한 것 같았다.,2
"계산기가 필요한 시험에 펜 하나만 들고 간다거나, 시험 전 날이어도 소설책을 뒤적거린다거나, 교수님이 친절하게 집어준 ppt는 보지 않고 나에게 종종 엉뚱한 걸 묻곤 했다.",2
습관처럼 머리를 쓸어 넘긴 뒤 커피를 사러 나간 당신이 곧 내 곁을 떠날 거란걸 알았어야 했다.,1
"그러기엔 내가 조금 어렸고, 조금 더 현실을 빨리 알았다고 생각했다.",1
"당신은 이상하게 군대에 대한 걱정을 전혀 하지 않았는데, 주변 남자 동기들이 하나 둘 무슨무슨 군대를 간다며 호들갑을 떨어도 당신은 전혀 상관없는 일이라는 듯 무덤덤했다.",2
"나는 곰신이란 타이틀이 점점 늦춰지니 좋았지만, 혹시라도 당신이 다른 생각을 하나 싶어 넌지시 물어봤다.",2
당신은 머뭇거리더니 수능을 한 번 더 볼 생각이라고 했다.,2
"나는 농담하지 말라며 웃었지만, 당신은 정말이라고 했다.",2
